,pair1,pair2,apr,tvl,fee,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
25962,USDT,BSW,255.10,15178720.46,0,BSC,1170.6666761019583,FARM,https://biswap.org,2021-08-23,https://biswap.org,BSC,D
25963,USDT,BTC,42.15,17230.20,0,ETH,52.38755811348823,FARM,https://sakeswap.finance,2021-08-23,https://sakeswap.finance,ETH,C
25964,USDT,BTC,34.44,64338248.25,0,ETH,41.091385818618356,FARM,https://dmm.exchange/,2021-08-23,https://dmm.exchange/,ETH,B
25965,USDT,BTC,44.94,101125.80,0,MATIC,56.69382699971324,FARM,https://app.firebird.finance,2021-08-23,https://app.firebird.finance,MATIC,C
25966,USDT,BTC,33.85,35133.15,2,MATIC,40.26217094279525,FARM,https://polycrystal.finance,2021-08-23,https://polycrystal.finance,MATIC,C
25967,USDT,BTC,111.35,9192757.35,0,MATIC,203.98402892554782,FARM,https://polycat.finance,2021-08-23,https://polycat.finance,MATIC,B
25968,USDT,BTC,38.24,792625.17,0,MATIC,46.55049004803371,FARM,https://polygon.jetswap.finance,2021-08-23,,,
25969,USDT,BTC,103.95,948876.63,0,AVAX,182.36280055649593,FARM,https://www.traderjoexyz.com,2021-08-23,,,
25970,USDT,BTC,2.35,12465132.747345481,,SOL,2.3777526284870065,POOL,Raydium,2021-08-23,Raydium,SOL,B
25971,USDT,BTC,0.0,0.4744366,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
25972,USDT,BTC,19.39,2101807 ,0,ETH,21.391237975985213,POOL,TraderJoe,2021-08-23,TraderJoe,ETH,B
25973,USDT,BTC,0.0,0.0543 ,0,ETH,0.0,POOL,TraderJoe,2021-08-23,TraderJoe,ETH,B
25974,USDT,BTCB,6.22,4776490.94,0,BSC,6.416951923810776,FARM,https://autofarm.network,2021-08-23,https://autofarm.network,BSC,C
25975,USDT,BTCB,49.50,49151.38,0,BSC,63.99481942606575,FARM,https://app.pancakefork.finance,2021-08-23,https://app.pancakefork.finance,BSC,F
25976,USDT,BTCB,59.42,143952334.97,0,BSC,81.07060675071097,FARM,https://mdex.com,2021-08-23,https://mdex.com,BSC,C
25977,USDT,BTCB,3.00,2987.74,0,BSC,3.0453263600551006,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,BSC,F
25978,USDT,BTCB,3.00,2987.74,0,BSC,3.0453263600551006,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,FANTOM,F
25979,USDT,BTCB,96.40,5289.80,0,BSC,161.88341263029199,FARM,https://yieldfields.finance,2021-08-23,https://yieldfields.finance,BSC,D
25980,USDT,BTCB,51.75,43648934.60,0,BSC,67.72130020344771,FARM,https://biswap.org,2021-08-23,https://biswap.org,BSC,D
25981,USDT,BTCB,11.31,7451534.13,0,BSC,11.972428496804088,FARM,https://app.wault.finance,2021-08-23,https://app.wault.finance,BSC,B
25982,USDT,BTCB,0.00,12353.86,0,BSC,0.0,FARM,https://hyfi.pro,2021-08-23,https://hyfi.pro,BSC,D
25983,USDT,BTCB,9.43,80962.10,0,BSC,9.8875979554504,FARM,https://app.swamp.finance,2021-08-23,https://app.swamp.finance,BSC,C
25984,USDT,BTCB,38.70,12785.17,0,BSC,47.22546214704426,FARM,https://bsc.sashimi.cool/,2021-08-23,https://bsc.sashimi.cool/,BSC,C
25985,USDT,BTCB,40.09,5289.57,4,BSC,49.283947683670924,FARM,https://simurgh.finance,2021-08-23,https://simurgh.finance,BSC,D
25986,USDT,BUSD,215.31,470.90,0,BSC,755.7211679111138,FARM,https://lazymint.finance,2021-08-23,https://lazymint.finance,BSC,C
25987,USDT,BUSD,178.21,104.61,4,BSC,491.66096351902945,FARM,https://venus.cosmos.farm,2021-08-23,https://venus.cosmos.farm,BSC,D
25988,USDT,BUSD,16.46,5963.39,5,BSC,17.887771537002205,FARM,https://marshmallowdefi.com,2021-08-23,https://marshmallowdefi.com,BSC,C
25989,USDT,BUSD,0.00,143.01,4,BSC,0.0,FARM,https://garudaswap.finance,2021-08-23,https://garudaswap.finance,BSC,D
25990,USDT,BUSD,331.20,101.93,4,BSC,2603.314720352498,FARM,https://blazedefi.finance,2021-08-23,https://blazedefi.finance,BSC,D
25991,USDT,BUSD,10.33,2877318.60,0,BSC,10.880780115210719,FARM,https://autofarm.network,2021-08-23,https://autofarm.network,BSC,C
25992,USDT,BUSD,5.46,5440960.13,0,BSC,5.611377042568844,FARM,https://autofarm.network,2021-08-23,https://autofarm.network,BSC,C
25993,USDT,BUSD,11.17,2662566.26,0,BSC,11.815824970257506,FARM,https://autofarm.network,2021-08-23,https://autofarm.network,BSC,C
25994,USDT,BUSD,456.94,9.99,2,BSC,9278.77781552241,FARM,https://www.void.farm,2021-08-23,https://www.void.farm,BSC,F
25995,USDT,BUSD,51.45,211.69,0,BSC,67.2195984861893,FARM,https://xoxo.finance,2021-08-23,https://xoxo.finance,BSC,F
25996,USDT,BUSD,49.81,60282.63,5,BSC,64.50329936186053,FARM,https://caramelswap.finance,2021-08-23,https://caramelswap.finance,BSC,C
25997,USDT,BUSD,954.76,13.98,4,BSC,1239170.9028604678,FARM,https://sviki.supermanion.com,2021-08-23,,,
25998,USDT,BUSD,31.46,61.30,3.99,BSC,36.95257310419966,FARM,https://kittyfarms.app/,2021-08-23,,,
25999,USDT,BUSD,200.80,27.34,4,BSC,640.7528136671132,FARM,https://eta.parthenon.finance,2021-08-23,https://eta.parthenon.finance,BSC,F
26000,USDT,BUSD,77.96,4.91,4,BSC,117.87876833079412,FARM,https://newgirl.supermanion.com,2021-08-23,,,
26001,USDT,BUSD,0.00,0.21,4,BSC,0.0,FARM,https://defioasis.finance,2021-08-23,https://defioasis.finance,BSC,F
26002,USDT,BUSD,319011.02,0.02,4,BSC,,FARM,,2021-08-23,,,A
26003,USDT,BUSD,319011.02,0.02,4,BSC,,FARM,,2021-08-23,,,B
26004,USDT,BUSD,319011.02,0.02,4,BSC,,FARM,,2021-08-23,,FANTOM,F
26005,USDT,BUSD,319011.02,0.02,4,BSC,,FARM,,2021-08-23,,MATIC,F
26006,USDT,BUSD,319011.02,0.02,4,BSC,,FARM,,2021-08-23,,MATIC,F
26007,USDT,BUSD,57013.78,0.19,4,BSC,1.3573847844425496e+151,FARM,https://www.lambofinance.com,2021-08-23,https://www.lambofinance.com,BSC,F
26008,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://legofarming.club,2021-08-23,https://legofarming.club,BSC,F
26009,USDT,BUSD,1051.28,1.96,4,BSC,3170463.7941414956,FARM,https://uzumaki.narutofinance.com,2021-08-23,https://uzumaki.narutofinance.com,BSC,F
26010,USDT,BUSD,8.87,6549.51,4,BSC,9.27410059690612,FARM,https://goldfarm.app,2021-08-23,,,
26011,USDT,BUSD,19.27,55077.96,0,BSC,21.245732868832867,FARM,https://farm.hyperjump.fi,2021-08-23,https://farm.hyperjump.fi,BSC,C
26012,USDT,BUSD,32.22,27.68,4,BSC,37.996463808401785,FARM,https://lumberjackdefi.com,2021-08-23,,,
26013,USDT,BUSD,26.06,954187.06,0,BSC,29.75878146174251,FARM,https://ten.finance,2021-08-23,https://ten.finance,BSC,C
26014,USDT,BUSD,2.04,15014.11,4,BSC,2.0608920380290385,FARM,https://siberianswap.finance,2021-08-23,https://siberianswap.finance,BSC,D
26015,USDT,BUSD,9.55,41625.24,0,BSC,10.019507906552683,FARM,https://pumpy.farm,2021-08-23,https://pumpy.farm,BSC,D
26016,USDT,BUSD,111.33,357.12,0,BSC,203.92342305337334,FARM,https://pumpy.farm,2021-08-23,https://pumpy.farm,BSC,D
26017,USDT,BUSD,664.14,19.28,3.99,BSC,72076.59400172584,FARM,https://jazzdefi.com,2021-08-23,https://jazzdefi.com,BSC,F
26018,USDT,BUSD,5.62,960.04,4,BSC,5.78046481571024,FARM,https://bsc4.SpacePortDeFi.com,2021-08-23,,,
26019,USDT,BUSD,280.33,2.39,4,BSC,1532.32381756697,FARM,https://smurf.money,2021-08-23,,,
26020,USDT,BUSD,123.33,150.33,4,BSC,242.5409684401677,FARM,https://royalswap.io,2021-08-23,https://royalswap.io,BSC,F
26021,USDT,BUSD,3085.56,3.84,4,BSC,731196247647145.1,FARM,https://aliendefi.com,2021-08-23,https://aliendefi.com,BSC,D
26022,USDT,BUSD,45.49,971.42,4,BSC,57.55694524781092,FARM,https://donutdefi.com,2021-08-23,https://donutdefi.com,BSC,D
26023,USDT,BUSD,91762.52,0.02,4,BSC,1.6577533592700236e+201,FARM,https://www.smokingcucumber.finance,2021-08-23,,,
26024,USDT,BUSD,5442.97,4.08,0,BSC,1.080699872770097e+24,FARM,https://atar.finance,2021-08-23,https://atar.finance,BSC,D
26025,USDT,BUSD,31.55,14739.34,0,BSC,37.07577950886849,FARM,https://www.pinkswap.finance,2021-08-23,https://www.pinkswap.finance,BSC,D
26026,USDT,BUSD,17.74,13700167.62,0,BSC,19.4057180074513,FARM,https://apeswap.finance,2021-08-23,https://apeswap.finance,BSC,C
26027,USDT,BUSD,12.55,211.73,4,BSC,13.369071414847312,FARM,https://fusionfinance.farm/,2021-08-23,https://fusionfinance.farm/,BSC,C
26028,USDT,BUSD,382.52,417.34,4,BSC,4393.85005907034,FARM,https://sugarrush.finance,2021-08-23,,,
26029,USDT,BUSD,4293.57,1.97,4,BSC,4.2567680619554005e+19,FARM,https://snorre.farmwiki.xyz,2021-08-23,,,
26030,USDT,BUSD,162274.76,0.20,4,BSC,4.623344522090802e+270,FARM,https://piranhaswap.finance,2021-08-23,,,
26031,USDT,BUSD,335.35,9.01,4,BSC,2716.8048024856917,FARM,https://delta.parthenon.finance,2021-08-23,https://delta.parthenon.finance,BSC,F
26032,USDT,BUSD,1188898.11,0.45,3,BSC,,FARM,https://www.stablefarms.finance,2021-08-23,,,
26033,USDT,BUSD,0,0.00,1.99,BSC,0.0,FARM,https://brussels.worldswap.finance,2021-08-23,https://brussels.worldswap.finance,BSC,D
26034,USDT,BUSD,15.38,200247090.90,0,BSC,16.62198325090367,FARM,https://mdex.com,2021-08-23,https://mdex.com,BSC,C
26035,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://infinity.space-defi.com,2021-08-23,,,
26036,USDT,BUSD,1701.02,28.87,4,BSC,1661362943.5522017,FARM,https://theta.parthenon.finance,2021-08-23,https://theta.parthenon.finance,BSC,F
26037,USDT,BUSD,419.49,861.21,3.5,BSC,6377.873489990909,FARM,https://whalefarm.finance,2021-08-23,https://whalefarm.finance,BSC,C
26038,USDT,BUSD,0.00,73.14,0,BSC,0.0,FARM,http://slime.finance,2021-08-23,http://slime.finance,BSC,D
26039,USDT,BUSD,0.00,9.65,0,BSC,0.0,FARM,http://slime.finance,2021-08-23,http://slime.finance,BSC,D
26040,USDT,BUSD,39.43,6419.40,0,BSC,48.30298294924895,FARM,https://icecreamswap.finance,2021-08-23,https://icecreamswap.finance,BSC,D
26041,USDT,BUSD,45.03,1520.06,0,BSC,56.834741173991475,FARM,https://pandayield.com,2021-08-23,https://pandayield.com,BSC,D
26042,USDT,BUSD,88.97,100114.63,0,BSC,143.17652203235363,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,MATIC,C
26043,USDT,BUSD,88.97,100114.63,0,BSC,143.17652203235363,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,BSC,D
26044,USDT,BUSD,13.54,4256.79,4,BSC,14.496594280795904,FARM,https://limeswap.io,2021-08-23,https://limeswap.io,BSC,C
26045,USDT,BUSD,459.52,2126.03,4,BSC,9520.82071091148,FARM,https://seleniumswap.com,2021-08-23,https://seleniumswap.com,BSC,C
26046,USDT,BUSD,5295.21,0.96,4,BSC,2.9804458675934955e+23,FARM,https://area51defi.com/,2021-08-23,,,
26047,USDT,BUSD,0.00,953.22,4,BSC,0.0,FARM,https://cottonfarm.app,2021-08-23,https://cottonfarm.app,BSC,C
26048,USDT,BUSD,2508.70,1.98,4,BSC,3443845720769.207,FARM,https://thefarmingden.com,2021-08-23,https://thefarmingden.com,BSC,C
26049,USDT,BUSD,259.91,11.82,4.00,BSC,1232.8303178745002,FARM,https://snakedefi.com,2021-08-23,https://snakedefi.com,BSC,F
26050,USDT,BUSD,17.97,639213.48,1.5,BSC,19.680532641314596,FARM,https://www.goosedefi.com,2021-08-23,https://www.goosedefi.com,BSC,C
26051,USDT,BUSD,0,23796.10,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-08-23,https://www.goosedefi.com,BSC,C
26052,USDT,BUSD,1164.22,9.85,4,BSC,9488047.231429527,FARM,https://alpha.parthenon.finance,2021-08-23,https://alpha.parthenon.finance,BSC,D
26053,USDT,BUSD,271.38,285.33,4,BSC,1393.580103330677,FARM,https://clash.werewolf.farm,2021-08-23,,,
26054,USDT,BUSD,181.55,735.08,0,BSC,511.65596685889074,FARM,https://satis.finance,2021-08-23,https://satis.finance,BSC,C
26055,USDT,BUSD,0.25,9729.91,4,BSC,0.25031190227426947,FARM,https://tomahawk.farm/,2021-08-23,https://tomahawk.farm/,BSC,D
26056,USDT,BUSD,0.00,105.85,4,BSC,0.0,FARM,https://app.polarisdefi.io,2021-08-23,https://app.polarisdefi.io,BSC,C
26057,USDT,BUSD,1394.43,2.88,4,BSC,87723766.74341092,FARM,https://magicbeans.finance/,2021-08-23,https://magicbeans.finance/,BSC,D
26058,USDT,BUSD,8447.42,2.41,4,BSC,1.0007943210156664e+35,FARM,https://antswap.fi,2021-08-23,https://antswap.fi,BSC,C
26059,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://trident.pearldefi.com,2021-08-23,https://trident.pearldefi.com,BSC,D
26060,USDT,BUSD,13.45,1192.86,4,BSC,14.393631753948789,FARM,https://www.pulsar.farm,2021-08-23,https://www.pulsar.farm,BSC,C
26061,USDT,BUSD,8.63,589.01,2,BSC,9.012219917571773,FARM,https://tapswap.finance,2021-08-23,https://tapswap.finance,BSC,D
26062,USDT,BUSD,612139.85,0.01,4,BSC,,FARM,https://sabertoothswap.com,2021-08-23,,,
26063,USDT,BUSD,2.94,9612.54,4,BSC,2.9835227361296734,FARM,https://nu.parthenon.finance,2021-08-23,https://nu.parthenon.finance,BSC,D
26064,USDT,BUSD,15.72,60723.98,4,BSC,17.01900340445168,FARM,https://brickchain.finance,2021-08-23,https://brickchain.finance,BSC,C
26065,USDT,BUSD,101.41,2530.86,4,BSC,175.3007191641806,FARM,https://app.apache.finance/,2021-08-23,https://app.apache.finance/,BSC,C
26066,USDT,BUSD,84.19,3967.29,5,BSC,131.85234464894967,FARM,https://app.beefarm.finance,2021-08-23,,,
26067,USDT,BUSD,40.39,221.60,0,BSC,49.731977298184546,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,BSC,F
26068,USDT,BUSD,40.39,221.60,0,BSC,49.731977298184546,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,FANTOM,F
26069,USDT,BUSD,7.63,1173.06,0,BSC,7.927770550169333,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,BSC,F
26070,USDT,BUSD,7.63,1173.06,0,BSC,7.927770550169333,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,FANTOM,F
26071,USDT,BUSD,347.44,9.82,4,BSC,3075.2388605993747,FARM,https://iota.parthenon.finance,2021-08-23,https://iota.parthenon.finance,BSC,F
26072,USDT,BUSD,690.04,21.11,4,BSC,92974.36224304505,FARM,https://rubin.eternity.money,2021-08-23,,,
26073,USDT,BUSD,26.35,204.67,4,BSC,30.135357338435796,FARM,https://werewolf.farm,2021-08-23,https://werewolf.farm,BSC,C
26074,USDT,BUSD,33.14,4031.34,0,BSC,39.27074306388778,FARM,https://oni.exchange,2021-08-23,https://oni.exchange,BSC,C
26075,USDT,BUSD,1491.01,10.66,4,BSC,222131784.88097623,FARM,https://icebergdefi.com,2021-08-23,https://icebergdefi.com,BSC,F
26076,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://bsc.SpacePortDeFi.com,2021-08-23,,,
26077,USDT,BUSD,91.33,220.04,4,BSC,148.96926686139386,FARM,https://beta.parthenon.finance,2021-08-23,https://beta.parthenon.finance,BSC,F
26078,USDT,BUSD,0.56,750.38,4,BSC,0.561566611064479,FARM,https://supermanion.com,2021-08-23,https://supermanion.com,BSC,D
26079,USDT,BUSD,517.29,1.96,4,BSC,16913.40531667125,FARM,https://lambda.parthenon.finance,2021-08-23,https://lambda.parthenon.finance,BSC,F
26080,USDT,BUSD,34.59,12.14,4,BSC,41.3029814661215,FARM,https://www.gemz.finance/,2021-08-23,,,
26081,USDT,BUSD,390.58,0.98,3.9,BSC,4766.938851213385,FARM,https://lady.smurf.money,2021-08-23,,,
26082,USDT,BUSD,15.78,188.80,4,BSC,17.089205572326627,FARM,https://whiteteethswap.finance,2021-08-23,,,
26083,USDT,BUSD,0.00,933.27,3,BSC,0.0,FARM,https://frenchiedefi.com,2021-08-23,https://frenchiedefi.com,BSC,F
26084,USDT,BUSD,314.31,193.33,4,BSC,2186.5842636100124,FARM,https://www.elixir-swap.io,2021-08-23,https://www.elixir-swap.io,BSC,F
26085,USDT,BUSD,0.00,97.27,4,BSC,0.0,FARM,https://wwf.finance,2021-08-23,,,
26086,USDT,BUSD,0.00,24.84,4,BSC,0.0,FARM,https://dumplingdefi.finance,2021-08-23,https://dumplingdefi.finance,BSC,C
26087,USDT,BUSD,223.38,672.97,4,BSC,827.1937202105246,FARM,https://dinopark.finance,2021-08-23,https://dinopark.finance,BSC,D
26088,USDT,BUSD,52.13,220.16,4,BSC,68.35894452562363,FARM,https://www.tigerswapdefi.com,2021-08-23,https://www.tigerswapdefi.com,BSC,F
26089,USDT,BUSD,0,0.00,0,BSC,0.0,FARM,https://rune.farm,2021-08-23,https://rune.farm,BSC,B
26090,USDT,BUSD,11.89,21440.71,0,BSC,12.623548072990353,FARM,https://yieldfields.finance,2021-08-23,https://yieldfields.finance,BSC,D
26091,USDT,BUSD,8.15,312024214.64,0,BSC,8.490334750249474,FARM,https://pancakeswap.finance,2021-08-23,https://pancakeswap.finance,BSC,B
26092,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://bsc2.SpacePortDeFi.com,2021-08-23,,,
26093,USDT,BUSD,120.82,135.93,4,BSC,234.07814546230793,FARM,https://shallotdefi.com/,2021-08-23,,,
26094,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://jasmine.1001nights.gold,2021-08-23,,,
26095,USDT,BUSD,10.08,279.37,4,BSC,10.604001666320851,FARM,https://triton.farm/,2021-08-23,https://triton.farm/,BSC,C
26096,USDT,BUSD,154.37,9.65,4,BSC,366.66654404013804,FARM,https://drmario.finance,2021-08-23,https://drmario.finance,BSC,F
26097,USDT,BUSD,23.77,67887187.98,0,BSC,26.823051614505044,FARM,https://biswap.org,2021-08-23,https://biswap.org,BSC,D
26098,USDT,BUSD,59.13,55.19,4,BSC,80.54711156726546,FARM,https://silver.eternity.money,2021-08-23,,,
26099,USDT,BUSD,440.46,44.56,4,BSC,7869.731184538044,FARM,https://poopswap.finance,2021-08-23,https://poopswap.finance,BSC,F
26100,USDT,BUSD,146.82,3.85,4,BSC,332.8646916150828,FARM,https://www.symbioteswap.net,2021-08-23,,,
26101,USDT,BUSD,0.00,73.14,0,BSC,0.0,FARM,http://shitz.lol,2021-08-23,http://shitz.lol,BSC,F
26102,USDT,BUSD,0.00,9.65,0,BSC,0.0,FARM,http://shitz.lol,2021-08-23,http://shitz.lol,BSC,F
26103,USDT,BUSD,327.58,108.80,2,BSC,2508.0490597784187,FARM,https://bsc.dojofarm.finance,2021-08-23,,,
26104,USDT,BUSD,1021.34,2.05,4,BSC,2369628.295036566,FARM,https://www.bsc.space-defi.com,2021-08-23,https://www.bsc.space-defi.com,BSC,D
26105,USDT,BUSD,1024.09,0.61,4,BSC,2433875.109061492,FARM,https://polyfrenchie.com,2021-08-23,,,
26106,USDT,BUSD,97.41,51.33,4,BSC,164.53476278426774,FARM,https://epsilon.parthenon.finance,2021-08-23,https://epsilon.parthenon.finance,BSC,F
26107,USDT,BUSD,128.03,17.25,4,BSC,258.96682950842353,FARM,https://eternity.money,2021-08-23,,,
26108,USDT,BUSD,13910.12,1741.02,4,BSC,1.520814993678769e+53,FARM,https://bsc.woodchain.io,2021-08-23,,,
26109,USDT,BUSD,14.12,196.37,4,BSC,15.16235109878339,FARM,https://otterdefi.com,2021-08-23,https://otterdefi.com,BSC,F
26110,USDT,BUSD,226.39,12236.83,3.99,BSC,855.350416718145,FARM,https://www.buffaloswap.org,2021-08-23,,,
26111,USDT,BUSD,63.95,29.30,4,BSC,89.44724967980018,FARM,https://www.space-defia.com,2021-08-23,https://www.space-defia.com,BSC,F
26112,USDT,BUSD,0.47,120.91,3,BSC,0.4711031921647013,FARM,https://champagne.farm,2021-08-23,https://champagne.farm,BSC,D
26113,USDT,BUSD,75.58,22.41,4,BSC,112.76510264749832,FARM,https://greedy.smurf.money,2021-08-23,,,
26114,USDT,BUSD,1033.12,12.61,2,BSC,2657306.8414723543,FARM,https://miniduck.finance,2021-08-23,,,
26115,USDT,BUSD,9356.93,0.20,4,BSC,1.4994117042405691e+38,FARM,https://www.borshch.finance,2021-08-23,,,
26116,USDT,BUSD,23.01,305.75,4,BSC,25.863462402866055,FARM,https://godzillaswapdefi.com/,2021-08-23,,,
26117,USDT,BUSD,44.90,2611.59,4,BSC,56.63123901344118,FARM,https://jaguarswap.com,2021-08-23,https://jaguarswap.com,BSC,C
26118,USDT,BUSD,14.88,146.25,1.99,BSC,16.04056908893361,FARM,https://skunkswap.finance,2021-08-23,https://skunkswap.finance,BSC,F
26119,USDT,BUSD,365.96,273.77,0.99,BSC,3714.427146043237,FARM,https://superlion.finance,2021-08-23,https://superlion.finance,BSC,F
26120,USDT,BUSD,244340539.41,0.00,2.5,BSC,,FARM,https://crocofinance.club,2021-08-23,https://crocofinance.club,BSC,F
26121,USDT,BUSD,71.04,3807112.03,0,BSC,103.34006112536218,FARM,https://bear.honeyfarm.finance,2021-08-23,,,
26122,USDT,BUSD,239.18,9.92,3,BSC,984.8181715842918,FARM,https://marmelade.finance,2021-08-23,https://marmelade.finance,BSC,C
26123,USDT,BUSD,45.64,261.25,4,BSC,57.79316290093499,FARM,https://www.tigerfinancedefi.com,2021-08-23,https://www.tigerfinancedefi.com,BSC,D
26124,USDT,BUSD,0.00,125.90,0,BSC,0.0,FARM,https://julswap.com,2021-08-23,https://julswap.com,BSC,C
26125,USDT,BUSD,10.13,349524.02,0,BSC,10.659302181220909,FARM,https://cafeswap.finance,2021-08-23,https://cafeswap.finance,BSC,C
26126,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://www.meatchfinance.com/,2021-08-23,https://www.meatchfinance.com/,BSC,D
26127,USDT,BUSD,13.66,267.38,3,BSC,14.634021428001853,FARM,https://www.ufodefi.com,2021-08-23,,,
26128,USDT,BUSD,9.38,22455460.96,0,BSC,9.832682036848928,FARM,https://app.wault.finance,2021-08-23,https://app.wault.finance,BSC,B
26129,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://zeusfarmsdefi.com,2021-08-23,https://zeusfarmsdefi.com,BSC,D
26130,USDT,BUSD,472.75,13.21,4,BSC,10863.387375920394,FARM,https://beta.pulsar.farm,2021-08-23,https://beta.pulsar.farm,BSC,D
26131,USDT,BUSD,36.48,0.00,5,BSC,43.996357959620354,FARM,https://app.pepr.finance,2021-08-23,https://app.pepr.finance,BSC,C
26132,USDT,BUSD,40.00,14992.75,4,BSC,49.14979968328965,FARM,https://clash.werewolf.farm,2021-08-23,,,
26133,USDT,BUSD,0.00,201.66,4,BSC,0.0,FARM,https://www.jurassicfarm.app,2021-08-23,https://www.jurassicfarm.app,BSC,F
26134,USDT,BUSD,0.00,201.66,4,BSC,0.0,FARM,https://www.jurassicfarm.app,2021-08-23,https://www.jurassicfarm.app,MATIC,F
26135,USDT,BUSD,249.59,496.76,4,BSC,1103.0019117495663,FARM,https://app.mixswap.finance,2021-08-23,,,
26136,USDT,BUSD,90.47,53.18,4,BSC,146.84258528305935,FARM,https://kappa.parthenon.finance,2021-08-23,https://kappa.parthenon.finance,BSC,F
26137,USDT,BUSD,58.45,1841.19,4,BSC,79.32551693403735,FARM,https://bscrunner.com,2021-08-23,https://bscrunner.com,BSC,D
26138,USDT,BUSD,23.15,818.83,4,BSC,26.039683146535463,FARM,https://bsc.plaguefactory.com,2021-08-23,,,
26139,USDT,BUSD,2.83,6032.22,4,BSC,2.8703120866827803,FARM,https://mu.parthenon.finance,2021-08-23,https://mu.parthenon.finance,BSC,D
26140,USDT,BUSD,130.31,12200.22,3.9,BSC,267.2157627988764,FARM,https://lavacake.finance,2021-08-23,https://lavacake.finance,BSC,C
26141,USDT,BUSD,0.00,11293.40,0,BSC,0.0,FARM,https://hyfi.pro,2021-08-23,https://hyfi.pro,BSC,D
26142,USDT,BUSD,72.25,1.92,4,BSC,105.81054294616146,FARM,https://kong.jungleswap.cash,2021-08-23,,,
26143,USDT,BUSD,58.89,220.95,4,BSC,80.11501579606836,FARM,https://www.andromedadefi.com,2021-08-23,https://www.andromedadefi.com,BSC,C
26144,USDT,BUSD,50.44,117.15,3.5,BSC,65.54151132269112,FARM,https://www.twilightfinance.org,2021-08-23,,,
26145,USDT,BUSD,87.15,510.76,4,BSC,138.80120114380566,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
26146,USDT,BUSD,173.08,521.20,4,BSC,462.2122553516804,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
26147,USDT,BUSD,278.12,9.91,4,BSC,1496.913072415924,FARM,https://www.gengarfinance.com,2021-08-23,https://www.gengarfinance.com,BSC,D
26148,USDT,BUSD,9.25,255.72,4,BSC,9.690028700866682,FARM,https://bsc3.SpacePortDeFi.com,2021-08-23,,,
26149,USDT,BUSD,0.91,210.95,4,BSC,0.9141416407939751,FARM,https://bourbondefi.com,2021-08-23,https://bourbondefi.com,BSC,C
26150,USDT,BUSD,21.39,1110.96,4,BSC,23.842120777190967,FARM,https://goldrush.farm,2021-08-23,,,
26151,USDT,BUSD,12.72,3193.90,4,BSC,13.561895941700786,FARM,https://toad.farm,2021-08-23,https://toad.farm,BSC,D
26152,USDT,BUSD,52.10,149.23,4,BSC,68.30851640855245,FARM,https://gamma.parthenon.finance,2021-08-23,https://gamma.parthenon.finance,BSC,F
26153,USDT,BUSD,3.57,633.22,2,BSC,3.6343087170937816,FARM,https://greenbelt.finance,2021-08-23,https://greenbelt.finance,BSC,F
26154,USDT,BUSD,0.00,23.87,1.5,BSC,0.0,FARM,https://app.bami.money,2021-08-23,https://app.bami.money,BSC,D
26155,USDT,BUSD,0,0.00,3,BSC,0.0,FARM,https://www.popit.farm,2021-08-23,,,
26156,USDT,BUSD,0,0.00,100,BSC,0.0,FARM,https://www.popit.farm,2021-08-23,,,
26157,USDT,BUSD,1336.07,99186.56,0,BSC,49980547.15004763,FARM,https://honeyfarm.finance,2021-08-23,,,
26158,USDT,BUSD,0,0.00,4,BSC,0.0,FARM,https://www.galenaswap.com,2021-08-23,,,
26159,USDT,BUSD,264.69,9.84,2,BSC,1297.6100706096418,FARM,https://pearldefi.com,2021-08-23,https://pearldefi.com,BSC,C
26160,USDT,BUSD,60.15,96.06,5,BSC,82.39508122309465,FARM,https://lawndefi.com,2021-08-23,https://lawndefi.com,BSC,F
26161,USDT,BUSD,149.49,250.13,4,BSC,344.5298693842591,FARM,https://fullsail.finance,2021-08-23,https://fullsail.finance,BSC,C
26162,USDT,BUSD,0.00,23.86,4,BSC,0.0,FARM,https://vanillacake.farm,2021-08-23,https://vanillacake.farm,BSC,D
