,pair1,pair2,apr,tvl,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
1384,DSD,USDC,16.57566384,22198.9419268,ETH,18.02414219739299,POOL,Sushi,2021-07-19,Sushi,ETH,A
1385,DSD,USDC,15.725295720000002,133556.2799061,ETH,17.02519789891572,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1386,DSLA,ETH,15.65381112,90997.73129010001,ETH,16.94160871542989,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1387,DSLA,QUICK,0.00,110688.45,PLOYGON,0.0,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1388,DSPT,,0,,BSC,0.0,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
1389,DTR,USDT,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1390,DUCK,DDIM,1.3895715599999998,765280.2149088,ETH,1.3992441600810146,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1391,DUCK,ETH,6.75157512,21964.5941513,ETH,6.984043118408456,POOL,Sushi,2021-07-19,Sushi,ETH,A
1392,DUCK,ETH,5.35039212,122703.07778119999,ETH,5.495699189207559,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1393,DUCK,ETH,2.7949643999999996,1160217.8126715,ETH,2.83427994446519,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1394,DUCK,LINK,0.0,0.0,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1395,DUCK,USDP,0.59528724,74993.1663961,ETH,0.5970577122929033,POOL,Sushi,2021-07-19,Sushi,ETH,A
1396,DULY,ETH,0.0,685.4987653,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1397,DUNG,ETH,0.09998447999999999,8018.4154358999995,ETH,0.10003434406500311,POOL,Sushi,2021-07-19,Sushi,ETH,A
1398,DUSD,ETH,0.7862262,8852.3218789,ETH,0.7893165397007573,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1399,DUSD,ETH,0.32169815999999996,607454.2071156,ETH,0.32221474162734687,POOL,Sushi,2021-07-19,Sushi,ETH,A
1400,DUSD,FRONT,1.4456284799999999,23748.9451677,ETH,1.4560991792049283,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1401,DUSK,BNB,14.41,1277483.99,BSC,15.496675792148196,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1402,DUSK,BNB,59.18,1277483.99,BSC,80.63726155394511,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1403,DVG,ETH,64.8085758,5728.7442015999995,ETH,91.07791196747728,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1404,DVI,BNB,226.31,2528128.83,BSC,854.5911486344501,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1405,DXD,ETH,6.54470724,48809.828181599994,ETH,6.762996474159366,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1406,DYT,ETH,1.158603,60441.1595411,ETH,1.1653221984716744,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1407,DZAR,ETH,0.054785400000000005,172.50510599999998,ETH,0.05480036880505246,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1408,DoggyEquipmentStakingPower,,0,,BSC,0.0,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
1409,DoggyNFTStakingPower,,0,,BSC,0.0,FARM,https://www.bakeryswap.org,2021-07-19,https://www.bakeryswap.org,BSC,C
1410,EARN,ETH,0.0,5.9950187,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1411,EASY,ETH,0.002406,0.5961179999999999,ETH,0.0024060288688954046,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1412,EASY,USDC,0.0,0.0,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1413,EBASE,ETH,0.89804796,2217.7224104,ETH,0.9020813616681167,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1414,ECZZ,ETH,756.6932824799999,3617.8258587,ETH,178827.18689159304,POOL,Sushi,2021-07-19,Sushi,ETH,A
1415,EGG,BNB,2.22,1553839.67,BSC,2.244756342316112,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1416,EGG,BUSD,2.71,1493735.45,BSC,2.746951105487616,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1417,EGT,ETH,5.01109464,283668.5773236,ETH,5.138412128737646,POOL,Sushi,2021-07-19,Sushi,ETH,A
1418,EILN,ETH,0.00054732,61.475732900000004,ETH,0.0005473214946816185,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1419,EIN,ETH,0.0,743.508001,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1420,ELE,RFI,2.7880180799999996,3802.4462099999996,ETH,2.82713754062609,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1421,ELET,MUST,81.14,8295.16,PLOYGON,124.9031002071959,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1422,ELET,QUICK,0.00,1472.54,PLOYGON,0.0,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1423,ELET,WMATIC,22.39,30060.99,PLOYGON,25.086005057192274,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1424,ELF,SASHIMI,0.28221768,481.3129137,ETH,0.282615194856084,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1425,ELKA,ETH,0.0,6e-07,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1426,ELON,ETH,2.7524444399999997,2157858.6486647,ETH,2.7905674654813195,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1427,ELX,ETH,701.512005,2513.7882705,ETH,104064.65731393314,POOL,Sushi,2021-07-19,Sushi,ETH,A
1428,EMON,QUICK,0.00,10005.93,PLOYGON,0.0,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1429,EMON,WMATIC,0.00,74072.45,PLOYGON,0.0,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1430,EMONT,ETH,0.73006548,1250.7491129,ETH,0.7327296005324113,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1431,ENB,ETH,0.43094796,190947.6388846,ETH,0.4318753210377446,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1432,ENERGY,ETH,2.38096176,5775.9106255,ETH,2.409453435401887,POOL,Sushi,2021-07-19,Sushi,ETH,A
1433,ENJ,ETH,0.3086322,33.8342958,ETH,0.3091076506545054,POOL,Sushi,2021-07-19,Sushi,ETH,A
1434,ENJ,ETH,11.06301564,810851.0209328,ETH,11.696299876290794,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1435,ENK,ETH,0.04576248,11.569812,ETH,0.04577292392335952,POOL,Sushi,2021-07-19,Sushi,ETH,A
1436,ENOL,ETH,0.16080576,112642.0266036,ETH,0.16093476700085318,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1437,ENX,ETH,1.47456288,10509.5608131,ETH,1.4854579655272149,POOL,Sushi,2021-07-19,Sushi,ETH,A
1438,EOS,BNB,17.55,4297819.09,BSC,19.179171948069285,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1439,EPAN,ETH,0.2669934,467477.0223164,ETH,0.26734916567987543,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1440,EPS,BNB,2.19,5821795.28,BSC,2.2140893683093577,FARM,https://autofarm.network,2021-07-19,https://autofarm.network,BSC,C
1441,EPS,BNB,146.53,453724.00,BSC,331.61621218208194,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
1442,EPS,BNB,132.31,5819699.82,BSC,274.6071557016807,FARM,https://pancakeswap.finance,2021-07-19,https://pancakeswap.finance,BSC,B
1443,EQMT,ETH,0.28741439999999996,60238.743695799996,ETH,0.2878266963225462,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1444,ERC20,ETH,0.5319467999999999,241.1624031,ETH,0.5333602521552905,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1445,ERC223,ETH,0.1260456,114.8899658,ETH,0.12612485294067888,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1446,ERN,ETH,58.127782800000006,2618461.4117564,ETH,78.74954750609484,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1447,ERO,ETH,0.0,0.2169082,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1448,EROC,ETH,0.59857344,323.9789974,ETH,0.600363533056747,POOL,Sushi,2021-07-19,Sushi,ETH,A
1449,ESD,ETH,53.93929103999999,1561124.1943294,ETH,71.42827099781177,POOL,Sushi,2021-07-19,Sushi,ETH,A
1450,ESD,USDC,66.60268524,272351.6734496,ETH,94.53072439654755,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1451,ESH,ETH,3.33921132,121.7797583,ETH,3.3954308305687686,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1452,ESS,ETH,8.19520572,35169.717817799996,ETH,8.539378690423426,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1453,ESWAP,FTM,225.98,13983.28,FANTOM,851.4655235467156,FARM,https://hyperjump.fi,2021-07-19,https://hyperjump.fi,FANTOM,C
1454,ESWAP,ORI,322.16,16258.20,FANTOM,2371.6368140587015,FARM,https://hyperjump.fi,2021-07-19,https://hyperjump.fi,FANTOM,C
1455,ETC,BNB,23.85,2789647.70,BSC,26.924484455968,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
1456,ETH,,25.73,,FANTOM,29.331585817961315,FARM,https://ftm.borgswap.exchange,2021-07-19,https://ftm.borgswap.exchange,FANTOM,C
1457,ETH,$BASED,5.7197484,7287.4743482,ETH,5.886015374500797,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1458,ETH,$DG,9.668104079999999,841763.0143925,ETH,10.149487956182357,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1459,ETH,$DG,11.68934316,96743.5616073,ETH,12.397860622796486,POOL,Sushi,2021-07-19,Sushi,ETH,A
1460,ETH,$DG,59.23,592834.52,PLOYGON,80.72745643053258,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1461,ETH,$ROPE,2.65625832,22432.4773196,ETH,2.691752059293484,POOL,Sushi,2021-07-19,Sushi,ETH,A
1462,ETH,$TRDL,3.1341915599999997,52472.2613188,ETH,3.1836856771668254,POOL,Sushi,2021-07-19,Sushi,ETH,A
1463,ETH,$TRDL,3.6483985199999998,3472.5983663,ETH,3.7155802987235864,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1464,ETH,0XMON,9.703369440000001,19819.9752401,ETH,10.188329110991878,POOL,Sushi,2021-07-19,Sushi,ETH,A
1465,ETH,0xBTC,0.6715669200000001,21306.9543463,ETH,0.6738207674297003,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1466,ETH,0xMR,2.20644252,4002.270682,ETH,2.230896309897834,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1467,ETH,1337,0.31713624,139818.68342359998,ETH,0.3176382668812927,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1468,ETH,1INCH,0.00,8535735.04,ETH,0.0,FARM,https://1inch.exchange/#/dao/farming,2021-07-19,https://1inch.exchange/#/dao/farming,ETH,B
1469,ETH,1INCH,6.19581168,594358.1368683,ETH,6.39121893991661,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1470,ETH,1INCH,6.124915560000001,6998.9160646,ETH,6.315831144072437,POOL,Sushi,2021-07-19,Sushi,ETH,A
1471,ETH,1ONE,1.45033824,236669.5841932,ETH,1.4608774409403003,POOL,Sushi,2021-07-19,Sushi,ETH,A
1472,ETH,1UP,0.34958736,330.1780513,ETH,0.35019744931239494,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1473,ETH,2KEY,0.8868759599999999,66063.8724005,ETH,0.890809486404609,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1474,ETH,2KEY,0.0041978399999999996,12.239538600000001,ETH,0.004197927865190465,POOL,Sushi,2021-07-19,Sushi,ETH,A
1475,ETH,69C,0.2045052,509.17299540000005,ETH,0.20471388042446748,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1476,ETH,AAH,0.80946408,44487.4810523,ETH,0.8127400495830273,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1477,ETH,AAVE,15.79,38204608.81,PLOYGON,17.10091001632883,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1478,ETH,AAVE,2.2652742,54347138.633753605,ETH,2.2910544728981685,POOL,Sushi,2021-07-19,Sushi,ETH,A
1479,ETH,AAVE,2.7178942800000003,12775246.1343209,ETH,2.75506195455697,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1480,ETH,ABYSS,2.71393896,237943.03365889998,ETH,2.750998045802633,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1481,ETH,AC,0.44232972000000004,129257.39204339999,ETH,0.4433067498336829,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1482,ETH,ADA,12.34,2698191.67,BSC,13.131327144733241,FARM,https://apeswap.finance,2021-07-19,https://apeswap.finance,BSC,C
1483,ETH,ADEL,4.50973956,5708.4233131,ETH,4.612682911487109,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1484,ETH,ADX,0.1871688,37.9065664,ETH,0.1873435893415376,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1485,ETH,ADX,2.27612268,40874.8483416,ETH,2.3021514090480144,POOL,Sushi,2021-07-19,Sushi,ETH,A
1486,ETH,ADX,3.54973212,429296.94442380004,ETH,3.613308416164518,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1487,ETH,AERGO,0.12605880000000003,53.4775214,ETH,0.12613806954404616,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1488,ETH,AERGO,3.1888357199999997,30301.8226856,ETH,3.240080057475292,POOL,Sushi,2021-07-19,Sushi,ETH,A
1489,ETH,AFDLT,0.9641687999999999,5.8690536,ETH,0.9688190242961525,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1490,ETH,AFK,0.0,99.897471,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1491,ETH,AGIX,12.19295928,697690.9834662001,ETH,12.965156071019557,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1492,ETH,AIOZ,6.557623679999999,22360.528866599998,ETH,6.776784868214358,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1493,ETH,AKITA,0.48967056,2.1812549,ETH,0.4908681048348962,POOL,Sushi,2021-07-19,Sushi,ETH,A
1494,ETH,AKITA,4.52985864,1132841.7280864,ETH,4.633729531762554,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1495,ETH,AKRO,6.24208464,95872.8727157,ETH,6.440452307608413,POOL,Sushi,2021-07-19,Sushi,ETH,A
1496,ETH,AKRO,5.12771832,175557.1208567,ETH,5.261082894249558,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1497,ETH,ALBT,10.8121806,1419560.3178008,ETH,11.416561232256806,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1498,ETH,ALCH,0.042109320000000006,61.0043498,ETH,0.04211816291734838,POOL,Sushi,2021-07-19,Sushi,ETH,A
1499,ETH,ALCX,1.9999064399999997,58364740.9152739,ETH,2.019982658576658,POOL,Sushi,2021-07-19,Sushi,ETH,A
1500,ETH,ALEPH,3.9286416000000006,133232.5517951,ETH,4.006613437255102,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1501,ETH,ALEPH,0.39104651999999995,408.846109,ETH,0.3918100015569248,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1502,ETH,ALEPH,2.3152338,66658.7838944,ETH,2.3421682343828465,POOL,Sushi,2021-07-19,Sushi,ETH,A
1503,ETH,ALEX,3.04119144,35163.3074434,ETH,3.0877774432562566,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1504,ETH,ALIS,2.40782724,3786.009399,ETH,2.436968117488436,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1505,ETH,ALPA,10.52946084,4196.9329904999995,ETH,11.10210126014417,POOL,Sushi,2021-07-19,Sushi,ETH,A
1506,ETH,ALPHA,204.27782808,92349.1338372,ETH,666.8209603014294,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1507,ETH,ALPHA,17.9079834,2482604.5176023,ETH,19.606370292225783,POOL,Sushi,2021-07-19,Sushi,ETH,A
1508,ETH,AMALGAM,0.0,158.9746146,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1509,ETH,AMIS,0.09280428,17.6840272,ETH,0.09284723840545794,POOL,Sushi,2021-07-19,Sushi,ETH,A
1510,ETH,AMN,1.2611694,32324.8041838,ETH,1.269133615121576,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1511,ETH,AMP,24.873751560000002,2148191.703028,ETH,28.229674257225113,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1512,ETH,AMP,21.26441472,1626129.1955646,ETH,23.68678163077471,POOL,Sushi,2021-07-19,Sushi,ETH,A
1513,ETH,AMPL,4.949800079999999,4318218.179626999,ETH,5.073996534821235,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1514,ETH,AMPL,3.9247046400000003,2574375.7520607,ETH,4.002519259531034,POOL,Sushi,2021-07-19,Sushi,ETH,A
1515,ETH,ANJ,4.9371867599999995,1940.7985125,ETH,5.060745845744363,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1516,ETH,ANKR,1.8795967200000003,32852.9241895,ETH,1.8973230222350868,POOL,Sushi,2021-07-19,Sushi,ETH,A
1517,ETH,ANKR,4.70043288,90824.65522619999,ETH,4.8123374233273175,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1518,ETH,ANT,2.2319618400000003,549590.4845151,ETH,2.2569866820731477,POOL,Sushi,2021-07-19,Sushi,ETH,A
1519,ETH,ANT,2.0224252799999998,1463151.8658689,ETH,2.042957696065195,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1520,ETH,ANT,2.1610253999999998,41631.1680209,ETH,2.184479299528319,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1521,ETH,ANTS,0.78453456,403.5279256,ETH,0.7876115984176257,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1522,ETH,ANY,3.5629575599999996,1179715.6796253,ETH,3.6270113030897777,POOL,Sushi,2021-07-19,Sushi,ETH,A
1523,ETH,APE$,2.20307088,93362.6606319,ETH,2.2274497184041175,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1524,ETH,APED,1.45961232,1332.7651196999998,ETH,1.4702870651134958,POOL,Sushi,2021-07-19,Sushi,ETH,A
1525,ETH,API3,62.33722872,486791.6645942,ETH,86.42159700693668,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1526,ETH,API3,26.947069080000002,676742.0990095,ETH,30.91410928668299,POOL,Sushi,2021-07-19,Sushi,ETH,A
1527,ETH,APPLE,0.26882604,798.351032,ETH,0.269186708580782,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1528,ETH,APW,0.43550628,1709719.0401370001,ETH,0.43645337729338873,POOL,Sushi,2021-07-19,Sushi,ETH,A
1529,ETH,APY,0.0,0.17280020000000001,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1530,ETH,APY,4.5814356,1710030.9464383,ETH,4.687703609863636,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1531,ETH,APYS,22.95665292,183121.93119529999,ETH,25.796378057923476,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1532,ETH,AQU,0.01440036,1.9617087000000002,ETH,0.014401394062280026,POOL,Sushi,2021-07-19,Sushi,ETH,A
1533,ETH,ARCH,2.645112,410003.57447520003,ETH,2.680307176992547,POOL,Sushi,2021-07-19,Sushi,ETH,A
1534,ETH,ARCH,2.9413092,1182564.2492026,ETH,2.9848708966154103,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1535,ETH,ARCX,3.70859376,551363.1760688999,ETH,3.7780246403989137,POOL,Sushi,2021-07-19,Sushi,ETH,A
1536,ETH,ARIA20,2.90196384,24687.1597274,ETH,2.9443623405557062,POOL,Sushi,2021-07-19,Sushi,ETH,A
1537,ETH,ARIA20,0.00,262601.02,PLOYGON,0.0,FARM,https://quickswap.exchange/#/quick,2021-07-19,,,
1538,ETH,ARMOR,84.65,319841.04,ETH,132.918849825005,FARM,https://armor.fi,2021-07-19,https://armor.fi,ETH,A
1539,ETH,ARMOR,2.01116688,366802.9331514,ETH,2.0314705730819282,POOL,Sushi,2021-07-19,Sushi,ETH,A
1540,ETH,ARMOR,4.0691470800000005,949401.1257462,ETH,4.15283510951201,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1541,ETH,ARMOR,76.96,1966929.44,ETH,115.71540651489975,FARM,https://armor.fi,2021-07-19,https://armor.fi,ETH,A
1542,ETH,ARMOR,82.39,783523.05,ETH,127.72567040994471,FARM,https://armor.fi,2021-07-19,https://armor.fi,ETH,A
1543,ETH,ART,0.0,2.727379,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1544,ETH,ARUK,2.69141964,3009.9904246,ETH,2.7278635377343985,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1545,ETH,ASKO,1.2910436399999998,518617.66120549996,ETH,1.2993904605785422,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1546,ETH,ASPR,0.00893316,79.43649110000001,ETH,0.008933557927415237,POOL,Sushi,2021-07-19,Sushi,ETH,A
1547,ETH,ASSY,5.75625516,10744.069439500001,ETH,5.924671906683621,POOL,Sushi,2021-07-19,Sushi,ETH,A
1548,ETH,AST,6.256782359999999,81135.1218211,ETH,6.456095098473913,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1549,ETH,ASTRO,0.50036964,494.9384296,ETH,0.5016201325585223,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1550,ETH,ASTRO,0.16282032000000002,571.10219,ETH,0.1629525805019627,POOL,Sushi,2021-07-19,Sushi,ETH,A
1551,ETH,ATRI,32.805442920000004,231774.4262745,ETH,38.806000610854355,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1552,ETH,ATTR,1.0841235599999999,96864.2241022,ETH,1.0900051982502212,POOL,Sushi,2021-07-19,Sushi,ETH,A
1553,ETH,AUC,393.27221472,1333.4568108,ETH,4898.317236776474,POOL,Sushi,2021-07-19,Sushi,ETH,A
1554,ETH,AUC,1.0103061599999998,123094.3964978,ETH,1.0154128593189427,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1555,ETH,AUDIO,0.7147528799999999,1241.7496675999998,ETH,0.7173062867238844,POOL,Sushi,2021-07-19,Sushi,ETH,A
1556,ETH,AUDIO,50.90844528,2248891.5100451,ETH,66.31772172199344,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1557,ETH,AUSCM,1.033725,237162.47485529998,ETH,1.0390716049714976,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1558,ETH,AVA,1.09823604,1078.3471097,ETH,1.1042720851904164,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1559,ETH,AVASTR,0.7166845199999999,1259.3293136999998,ETH,0.719251763136719,POOL,Sushi,2021-07-19,Sushi,ETH,A
1560,ETH,AVAX,58.63,20575.76,AVAX,79.64807574918606,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
1561,ETH,AVAX,13.19,46569232.02,AVAX,14.096702844890462,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
1562,ETH,AVAX,8.89,63793.85,AVAX,9.295952285873144,FARM,https://avax.complus.exchange,2021-07-19,https://avax.complus.exchange,AVAX,D
1563,ETH,AVAX,28.62,82596.50,AVAX,33.12094002395518,FARM,https://exchange.yetiswap.app,2021-07-19,https://exchange.yetiswap.app,AVAX,D
1564,ETH,AVINOC,0.01199232,69.12336769999999,ETH,0.011993037135393791,POOL,Sushi,2021-07-19,Sushi,ETH,A
1565,ETH,AVS,0.0,6.0048065,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1566,ETH,AXN,0.0447576,78.4136436,ETH,0.04476759025224819,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1567,ETH,AXN,0.00375876,424.7159617,ETH,0.0037588304506286363,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1568,ETH,AXN,11.502053279999998,1241530.6830089001,ETH,12.187614543919857,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1569,ETH,AXS,84.1703634,1743012.869693,ETH,131.8069259403871,POOL,Sushi,2021-07-19,Sushi,ETH,A
1570,ETH,AXS,191.28991356,264183.2628931,ETH,573.8949153372018,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1571,ETH,AXS,303.45756564,47318.5693894,ETH,1953.294260556482,POOL,Sushi,2021-07-19,Sushi,ETH,A
1572,ETH,AZUKI,1.5536650799999998,127646.2178503,ETH,1.5657636217504267,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1573,ETH,AZUKI,61.59,277334.88,PLOYGON,85.03613601516848,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
1574,ETH,AfroX,0.85164144,39.4823214,ETH,0.8552682021496727,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1575,ETH,Alpaca,0.0,368.2208965,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1576,ETH,Auction,10.1263032,494049.1365498,ETH,10.655212538541559,POOL,Sushi,2021-07-19,Sushi,ETH,A
1577,ETH,B20,67.54902228,10819.0514705,ETH,96.37696995992162,POOL,Sushi,2021-07-19,Sushi,ETH,A
1578,ETH,BAB,0.0,0.1171273,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
1579,ETH,BABES,0.19042847999999996,1904.9470408,ETH,0.1906094124812574,POOL,Sushi,2021-07-19,Sushi,ETH,A
1580,ETH,BABYETH,1.6441455600000001,2377.4002894,ETH,1.6576983701638959,POOL,Sushi,2021-07-19,Sushi,ETH,A
1581,ETH,BAC,0.38657064,2492.8862018,ETH,0.38731673303145087,POOL,Sushi,2021-07-19,Sushi,ETH,A
1582,ETH,BADGER,0.00430404,12.2835248,ETH,0.004304132374532976,POOL,Sushi,2021-07-19,Sushi,ETH,A
1583,ETH,BADGER,6.38288772,64281.9182227,ETH,6.590403352639629,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1584,ETH,BAEPAY,1.8528650400000002,30849.326217,ETH,1.8700891885618853,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1585,ETH,BAKC,4.63758048,22868.5438945,ETH,4.746489472570614,POOL,Sushi,2021-07-19,Sushi,ETH,A
1586,ETH,BAL,0.12437328,525.4850472,ETH,0.12445044347773049,POOL,Sushi,2021-07-19,Sushi,ETH,A
1587,ETH,BAL,4.72696452,784736.0956277,ETH,4.840145952973218,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1588,ETH,BALT,0.18509652,3349.2260717999998,ETH,0.18526745916040976,POOL,Sushi,2021-07-19,Sushi,ETH,A
1589,ETH,BAMBOO-V2,323.52,2044.00,AVAX,2405.1819646904464,FARM,https://pandaswap.exchange,2021-07-19,https://pandaswap.exchange,AVAX,C
1590,ETH,BAND,4.55083812,1110904.5144567,ETH,4.655680716091259,POOL,Sushi,2021-07-19,Sushi,ETH,A
1591,ETH,BAND,3.49293372,104235.773193,ETH,3.554480098603463,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
1592,ETH,BANK,3.81855264,120017.7006972,ETH,3.892188777631689,POOL,Sushi,2021-07-19,Sushi,ETH,A
